Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000000507,1E-05,0,0,0.15,0.15,0.2,0,0.50001
0.000003010,1E-05,0,1,0.15,0.15,0.2,0,1.50001
0.000001513,1E-05,1,0,0.15,0.15,0.2,0,1.50001
0.000000128,1E-05,0,0,0.15,0.15,0.2,0.1,0.60001
0.000000552,1E-05,0,1,0.15,0.15,0.2,0.1,1.60001
0.000000581,1E-05,1,0,0.15,0.15,0.2,0.1,1.60001
0.499953569,1E-05,0,0,0,0,0,0,1E-05
0.000039371,1E-05,0,1,0,0,0,0,1.00001
0.000000769,1E-05,1,0,0,0,0,0,1.00001
0.499961478,2E-05,0,0,0,0,0,0,2E-05
0.000019740,2E-05,0,1,0,0,0,0,1.00002
0.000018782,2E-05,1,0,0,0,0,0,1.00002
