Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.499949804,0,0,0,0,0,0,0,0
0.000049999,0,0,1,0,0,0,0,1
0.000000059,1E-05,0,1,0.1,0.1,0.2,0,1.40001
0.000000114,1E-05,0,0,0.1,0,0,0,0.10001
0.000000438,1E-05,0,1,0.1,0,0,0,1.10001
0.249980219,1E-05,0,0,0,0,0,0,1E-05
0.000020544,1E-05,0,1,0,0,0,0,1.00001
0.126546989,2E-05,0,0,0,0,0,0,2E-05
0.000008429,2E-05,0,1,0,0,0,0,1.00002
0.123433530,3E-05,0,0,0,0,0,0,3E-05
0.000007684,3E-05,0,1,0,0,0,0,1.00003
0.000000560,1E-05,1,0,0.1,0,0,0,1.10001
0.000000534,1E-05,1,0,0,0,0,0,1.00001
0.000001097,2E-05,1,0,0,0,0,0,1.00002
