Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000000141,0,0,1,0.1,0.1,0.2,0,1.4
0.499949801,0,0,0,0,0,0,0,0
0.000049858,0,0,1,0,0,0,0,1
0.000000222,1.2E-05,0,0,0.1,0.1,0.2,0,0.400012
0.000001967,1.2E-05,0,1,0.1,0.1,0.2,0,1.400012
0.124988751,1.2E-05,0,0,0,0,0,0,1.2E-05
0.000009164,1.2E-05,0,1,0,0,0,0,1.000012
0.000000106,2.4E-05,0,1,0.1,0.1,0.2,0,1.400024
0.124992917,2.4E-05,0,0,0,0,0,0,2.4E-05
0.000009539,2.4E-05,0,1,0,0,0,0,1.000024
0.249981676,3.6E-05,0,0,0,0,0,0,3.6E-05
0.000015858,3.6E-05,0,1,0,0,0,0,1.000036
