Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000000260,0,0,0,0.1,0.1,0.2,0,0.4
0.000001625,0,0,1,0.1,0.1,0.2,0,1.4
0.000000978,0,1,0,0.1,0.1,0.2,0,1.4
0.000000015,0,1,0,0.1,0.1,0.2,0.2,1.6
0.282490856,0,0,0,0,0,0,0,0
0.000025353,0,0,1,0,0,0,0,1
0.000000279,0,1,0,0,0,0,0,1
0.000000090,2E-05,0,0,0.1,0.1,0.2,0,0.40002
0.000000728,2E-05,0,1,0.1,0.1,0.2,0,1.40002
0.092284294,2E-05,0,0,0,0,0,0,2E-05
0.000006993,2E-05,0,1,0,0,0,0,1.00002
0.250359210,3E-05,0,0,0,0,0,0,3E-05
0.000017779,3E-05,0,1,0,0,0,0,1.00003
0.000000260,3E-05,1,0,0,0,0,0,1.00003
0.374790404,4E-05,0,0,0,0,0,0,4E-05
0.000020876,4E-05,0,1,0,0,0,0,1.00004
