Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000000236,1E-05,0,0,0.1,0.1,0.2,0,0.40001
0.000001102,1E-05,0,1,0.1,0.1,0.2,0,1.40001
0.000001012,1E-05,1,0,0.1,0.1,0.2,0,1.40001
0.000000063,1E-05,0,0,0.1,0.1,0.2,0.2,0.60001
0.000000231,1E-05,0,1,0.1,0.1,0.2,0.2,1.60001
0.000000327,1E-05,1,0,0.1,0.1,0.2,0.2,1.60001
0.365089974,1E-05,0,0,0,0,0,0,1E-05
0.000029526,1E-05,0,1,0,0,0,0,1.00001
0.000001418,1E-05,1,0,0,0,0,0,1.00001
0.634832528,3E-05,0,0,0,0,0,0,3E-05
0.000026503,3E-05,0,1,0,0,0,0,1.00003
0.000017081,3E-05,1,0,0,0,0,0,1.00003
