Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000000166,0,0,0,0.1,0.1,0.2,0,0.4
0.000001055,0,0,1,0.1,0.1,0.2,0,1.4
0.000000610,0,1,0,0.1,0.1,0.2,0,1.4
0.000000468,0,0,0,0.1,0.1,0.2,0.2,0.6
0.000002942,0,0,1,0.1,0.1,0.2,0.2,1.6
0.000001741,0,1,0,0.1,0.1,0.2,0.2,1.6
0.499949265,0,0,0,0,0,0,0,0
0.000042509,0,0,1,0,0,0,0,1
0.000001143,0,1,0,0,0,0,0,1
0.000000410,2E-05,0,0,0.1,0.1,0.2,0,0.40002
0.000002041,2E-05,0,1,0.1,0.1,0.2,0,1.40002
0.000001057,2E-05,1,0,0.1,0.1,0.2,0,1.40002
0.000000260,2E-05,0,0,0.1,0.1,0.2,0.2,0.60002
0.000001576,2E-05,0,1,0.1,0.1,0.2,0.2,1.60002
0.000000411,2E-05,1,0,0.1,0.1,0.2,0.2,1.60002
0.269960252,2E-05,0,0,0,0,0,0,2E-05
0.000015163,2E-05,0,1,0,0,0,0,1.00002
0.000000903,2E-05,1,0,0,0,0,0,1.00002
0.230003073,3E-05,0,0,0,0,0,0,3E-05
0.000014953,3E-05,0,1,0,0,0,0,1.00003
