Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.261421870,3E-05,0,0,0,0,0,0,3E-05
0.000014703,3E-05,0,1,0,0,0,0,1.00003
0.000000451,3E-05,1,0,0,0,0,0,1.00003
0.000000062,3E-05,0,0,0.4,0.4,0.8,0,1.60003
0.000000364,3E-05,0,1,0.4,0.4,0.8,0,2.60003
0.000000034,3E-05,1,0,0.4,0.4,0.8,0,2.60003
0.405207453,4E-05,0,0,0,0,0,0,4E-05
0.000019316,4E-05,0,1,0,0,0,0,1.00004
0.000000366,3E-05,0,0,0.4,0,0,0,0.40003
0.000000917,3E-05,0,1,0.4,0,0,0,1.40003
0.000001129,3E-05,1,0,0.4,0,0,0,1.40003
0.000003333,0,0,0,0.4,0,0,0,0.4
0.000033333,0,1,0,0.4,0,0,0,1.4
0.333296667,0,0,0,0,0,0,0,0
