Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000000286,0,0,0,0.1,0.1,0.2,0,0.4
0.000002821,0,0,1,0.1,0.1,0.2,0,1.4
0.000000042,0,1,0,0.1,0.1,0.2,0,1.4
0.000000402,0,0,0,0.1,0.1,0.2,0.2,0.6
0.000003930,0,0,1,0.1,0.1,0.2,0.2,1.6
0.000000092,0,1,0,0.1,0.1,0.2,0.2,1.6
0.247584969,0,0,0,0,0,0,0,0
0.000017735,0,0,1,0,0,0,0,1
0.000000141,0,1,0,0,0,0,0,1
0.000000131,2E-05,0,0,0.1,0.1,0.2,0,0.40002
0.000000658,2E-05,0,1,0.1,0.1,0.2,0,1.40002
0.000000376,2E-05,1,0,0.1,0.1,0.2,0,1.40002
0.000000160,2E-05,0,0,0.1,0.1,0.2,0.2,0.60002
0.000001273,2E-05,0,1,0.1,0.1,0.2,0.2,1.60002
0.000000035,2E-05,1,0,0.1,0.1,0.2,0.2,1.60002
0.377547187,2E-05,0,0,0,0,0,0,2E-05
0.000026014,2E-05,0,1,0,0,0,0,1.00002
0.000002396,2E-05,1,0,0,0,0,0,1.00002
0.374790476,4E-05,0,0,0,0,0,0,4E-05
0.000020876,4E-05,0,1,0,0,0,0,1.00004
