Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.666620034,3E-05,0,0,0,0,0,0,3E-05
0.000038348,3E-05,0,1,0,0,0,0,1.00003
0.000008285,3E-05,1,0,0,0,0,0,1.00003
0.202586259,2E-05,0,0,0,0,0,0,2E-05
0.000015550,2E-05,0,1,0,0,0,0,1.00002
0.000000366,2E-05,1,0,0,0,0,0,1.00002
0.000000005,2E-05,0,0,0.4,0.4,0.8,0.8,2.40002
0.000000038,2E-05,0,1,0.4,0.4,0.8,0.8,3.40002
0.000000120,2E-05,0,0,0.4,0.4,0.8,0,1.60002
0.000000521,2E-05,0,1,0.4,0.4,0.8,0,2.60002
0.000000400,2E-05,1,0,0.4,0.4,0.8,0,2.60002
0.130717910,1E-05,0,0,0,0,0,0,1E-05
0.000010727,1E-05,0,1,0,0,0,0,1.00001
0.000000072,1E-05,1,0,0,0,0,0,1.00001
0.000000010,1E-05,0,0,0.4,0.4,0.8,0.8,2.40001
0.000000089,1E-05,0,1,0.4,0.4,0.8,0.8,3.40001
0.000000006,1E-05,1,0,0.4,0.4,0.8,0.8,3.40001
0.000000126,1E-05,0,0,0.4,0.4,0.8,0,1.60001
0.000000871,1E-05,0,1,0.4,0.4,0.8,0,2.60001
0.000000261,1E-05,1,0,0.4,0.4,0.8,0,2.60001
