Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000003016,0,0,0,0.0375,0.0375,0.05,0,0.125
0.000029506,0,0,1,0.0375,0.0375,0.05,0,1.125
0.000000658,0,1,0,0.0375,0.0375,0.05,0,1.125
0.000000635,0,0,0,0.0375,0.0375,0.05,0.025,0.15
0.000004207,0,0,1,0.0375,0.0375,0.05,0.025,1.15
0.000002142,0,1,0,0.0375,0.0375,0.05,0.025,1.15
0.365083579,0,0,0,0,0,0,0,0
0.000001011,1E-05,0,0,0.0375,0.0375,0.05,0,0.12501
0.000008627,1E-05,0,1,0.0375,0.0375,0.05,0,1.12501
0.000000564,1E-05,1,0,0.0375,0.0375,0.05,0,1.12501
0.000000337,1E-05,0,0,0.0375,0.0375,0.05,0.025,0.15001
0.000001464,1E-05,0,1,0.0375,0.0375,0.05,0.025,1.15001
0.000001520,1E-05,1,0,0.0375,0.0375,0.05,0.025,1.15001
0.134862734,1E-05,0,0,0,0,0,0,1E-05
0.000000905,4E-05,0,0,0.0375,0.0375,0.05,0,0.12504
0.000005435,4E-05,0,1,0.0375,0.0375,0.05,0,1.12504
0.134866860,4E-05,0,0,0,0,0,0,4E-05
0.000003058,4E-05,0,1,0,0,0,0,1.00004
0.365105775,5E-05,0,0,0,0,0,0,5E-05
0.000017967,5E-05,0,1,0,0,0,0,1.00005
