Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000003878,0,0,0,0.025,0.025,0.05,0,0.1
0.000037557,0,0,1,0.025,0.025,0.05,0,1.1
0.000001231,0,1,0,0.025,0.025,0.05,0,1.1
0.000000200,0,0,1,0.025,0.025,0.05,0.05,1.15
0.000000268,0,1,0,0.025,0.025,0.05,0.05,1.15
0.392525088,0,0,0,0,0,0,0,0
0.000004352,1.2E-05,0,0,0.025,0.025,0.05,0,0.100012
0.000027273,1.2E-05,0,1,0.025,0.025,0.05,0,1.100012
0.000011413,1.2E-05,1,0,0.025,0.025,0.05,0,1.100012
0.435188306,1.2E-05,0,0,0,0,0,0,1.2E-05
0.000001722,2.4E-05,0,0,0.025,0.025,0.05,0,0.100024
0.000007124,2.4E-05,0,1,0.025,0.025,0.05,0,1.100024
0.000005864,2.4E-05,1,0,0.025,0.025,0.05,0,1.100024
0.172185724,2.4E-05,0,0,0,0,0,0,2.4E-05
