Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000001068,1.6E-05,0,0,0.1,0.1,0.2,0,0.400016
0.000005127,1.6E-05,0,1,0.1,0.1,0.2,0,1.400016
0.000003741,1.6E-05,1,0,0.1,0.1,0.2,0,1.400016
0.000000118,1.6E-05,0,0,0.1,0.1,0.2,0.2,0.600016
0.000000111,1.6E-05,0,1,0.1,0.1,0.2,0.2,1.600016
0.000000828,1.6E-05,1,0,0.1,0.1,0.2,0.2,1.600016
0.365091578,1.6E-05,0,0,0,0,0,0,1.6E-05
0.000019667,1.6E-05,0,1,0,0,0,0,1.000016
0.000001577,1.6E-05,1,0,0,0,0,0,1.000016
0.000000251,3.2E-05,0,0,0.1,0.1,0.2,0,0.400032
0.000001126,3.2E-05,0,1,0.1,0.1,0.2,0,1.400032
0.000000392,3.2E-05,1,0,0.1,0.1,0.2,0,1.400032
0.134866964,3.2E-05,0,0,0,0,0,0,3.2E-05
0.000007389,3.2E-05,0,1,0,0,0,0,1.000032
0.000000163,3.2E-05,1,0,0,0,0,0,1.000032
0.499974259,4E-05,0,0,0,0,0,0,4E-05
0.000019342,4E-05,0,1,0,0,0,0,1.00004
0.000006299,4E-05,1,0,0,0,0,0,1.00004
