Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000000551,1.6E-05,0,0,0.1,0.1,0.2,0,0.400016
0.000002479,1.6E-05,0,1,0.1,0.1,0.2,0,1.400016
0.000001862,1.6E-05,1,0,0.1,0.1,0.2,0,1.400016
0.000000178,1.6E-05,0,0,0.1,0.1,0.2,0.2,0.600016
0.000000505,1.6E-05,0,1,0.1,0.1,0.2,0.2,1.600016
0.000000874,1.6E-05,1,0,0.1,0.1,0.2,0.2,1.600016
0.554248895,1.6E-05,0,0,0,0,0,0,1.6E-05
0.000039000,1.6E-05,0,1,0,0,0,0,1.000016
0.000001636,1.6E-05,1,0,0,0,0,0,1.000016
0.445678133,3.2E-05,0,0,0,0,0,0,3.2E-05
0.000018725,3.2E-05,0,1,0,0,0,0,1.000032
0.000007164,3.2E-05,1,0,0,0,0,0,1.000032
