Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000001024,3E-05,0,0,0.4,0,0,0,0.40003
0.000008338,3E-05,1,0,0.4,0,0,0,1.40003
0.102821861,3E-05,0,0,0,0,0,0,3E-05
0.000002607,4E-05,0,0,0.4,0,0,0,0.40004
0.000019096,4E-05,1,0,0.4,0,0,0,1.40004
0.262271016,4E-05,0,0,0,0,0,0,4E-05
0.000001345,5E-05,0,0,0.4,0,0,0,0.40005
0.000008338,5E-05,1,0,0.4,0,0,0,1.40005
0.134866575,5E-05,0,0,0,0,0,0,5E-05
0.000005049,6E-05,0,0,0.4,0,0,0,0.40006
0.000022636,6E-05,1,0,0.4,0,0,0,1.40006
0.499972114,6E-05,0,0,0,0,0,0,6E-05
