Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000004034,0,0,0,0.0125,0.025,0.05,0,0.0875
0.000040005,0,0,1,0.0125,0.025,0.05,0,1.0875
0.000000341,0,1,0,0.0125,0.025,0.05,0,1.0875
0.000000376,0,0,1,0.0125,0.025,0.05,0.0375,1.125
0.000000167,0,1,0,0.0125,0.025,0.05,0.0375,1.125
0.408838584,0,0,0,0,0,0,0,0
0.000005915,1.2E-05,0,0,0.0125,0.025,0.05,0,0.087512
0.000040568,1.2E-05,0,1,0.0125,0.025,0.05,0,1.087512
0.000011654,1.2E-05,1,0,0.0125,0.025,0.05,0,1.087512
0.591058358,1.2E-05,0,0,0,0,0,0,1.2E-05
